Unnamed: 0,Rank,Book Link,Title,Author,Genre,Language,Average Rating,Number of Ratings,Publication Date,Number of Pages,Currently Reading,Want to Read
432,433,https://www.goodreads.com/book/show/61358592-rook,Unknown,Unknown,,Unknown,4.0,6479.5,Unknown,336.0,595.0,16100.0
433,433,https://www.goodreads.com/book/show/61812427-love-pamela,"Love, Pamela",Pamela Anderson,Nonfiction,English,3.8,35000.0,"January 31, 2023",256.0,1575.0,47400.0
434,433,https://www.goodreads.com/book/show/60784619-begin-again,Begin Again,Emma Lord,Romance,English,3.7,12339.0,"January 24, 2023",352.0,519.0,46500.0
435,433,https://www.goodreads.com/book/show/75498179-the-list,The List,Yomi Adegoke,Fiction,English,3.03,33603.0,"October 3, 2023",336.0,2873.0,50800.0
436,437,https://www.goodreads.com/book/show/61955800-on-the-meaning-of-sex,On the Meaning of Sex: Thoughts about the New Definition of Woman,Kajsa Ekis Ekman,Feminism,English,4.26,39.0,"February 7, 2023",380.0,5.0,428.0
437,437,https://www.goodreads.com/book/show/58248706-the-marriage-act,The Marriage Act,John Marrs,Thriller,English,3.81,27258.0,"January 19, 2023",497.0,2127.0,62000.0
438,439,https://www.goodreads.com/book/show/77602023-liars-like-us,Liars Like Us,J.T. Geissinger,Romance,English,4.01,24539.0,"May 25, 2023",354.0,4728.0,21000.0
439,439,https://www.goodreads.com/book/show/62649010-house-of-roots-and-ruin,House of Roots and Ruin,Erin A. Craig,Fantasy,English,4.14,14790.0,"July 25, 2023",544.0,911.0,51200.0
440,439,https://www.goodreads.com/book/show/123008168-my-dark-romeo,My Dark Romeo,Parker S. Huntington,Romance,English,3.76,96802.0,"March 12, 2023",366.0,13300.0,130000.0
441,439,https://www.goodreads.com/book/show/78311985-a-shining,A Shining,Jon Fosse,Fiction,English,3.49,8749.0,"January 1, 2023",56.0,319.0,9032.0
442,443,https://www.goodreads.com/book/show/59441717-a-witch-s-guide-to-fake-dating-a-demon,A Witch's Guide to Fake Dating a Demon,Sarah Hawley,Romance,English,3.64,41575.0,"March 7, 2023",367.0,2496.0,84600.0
443,443,https://www.goodreads.com/book/show/57696191-the-book-spy,The Book Spy,Alan Hlad,Historical Fiction,English,4.17,5349.0,"January 24, 2023",408.0,942.0,34200.0
444,443,https://www.goodreads.com/book/show/123219460-the-cursed,The Cursed,Harper L. Woods,Fantasy,English,3.63,29803.0,"September 7, 2023",324.0,4593.0,47100.0
445,446,https://www.goodreads.com/book/show/63874606-the-sacrifice,The Sacrifice,Shantel Tessier,Romance,English,4.31,92461.0,"April 6, 2023",644.0,13000.0,107000.0
446,446,https://www.goodreads.com/book/show/61295517-lassiter,Lassiter,J.R. Ward,Paranormal,English,4.23,8822.0,"April 11, 2023",468.0,1593.0,19900.0
447,448,https://www.goodreads.com/book/show/63018216-a-chateau-under-siege,A Chateau Under Siege,Martin Walker,Mystery,English,4.08,4307.0,"June 8, 2023",320.0,486.0,3372.0
448,448,https://www.goodreads.com/book/show/123285511-the-exchange,The Exchange,John Grisham,Fiction,English,3.68,87755.0,"October 17, 2023",338.0,12800.0,69200.0
449,450,https://www.goodreads.com/book/show/60420674-is-it-hot-in-here-or-am-i-suffering-for-all-eternity-for-the-sins-i-com,Is It Hot in Here? Or Am I Suffering for All Eternity for the Sins I Committed on Earth?,Zach Zimmerman,Nonfiction,English,3.62,2145.0,"April 18, 2023",148.0,114.0,6770.0
450,450,https://www.goodreads.com/book/show/105733384-woven-by-gold,Woven by Gold,Elizabeth Helen,Fantasy,English,4.09,32412.0,"June 13, 2023",580.0,3950.0,27800.0
451,450,https://www.goodreads.com/book/show/125274093-carnage,Carnage,Shantel Tessier,Dark,English,4.31,57937.0,"October 30, 2023",628.0,10000.0,71400.0
452,453,https://www.goodreads.com/book/show/63890424-the-stars-are-dying,The Stars Are Dying,C.C. Peñaranda,Fantasy,English,3.48,12129.0,"July 10, 2023",566.0,4504.0,97500.0
453,453,https://www.goodreads.com/book/show/76229928-west-side-honey,West Side Honey,Claire Christian,Romance,English,3.74,549.0,"April 4, 2023",336.0,19.0,919.0
454,453,https://www.goodreads.com/book/show/61324049-cuddy,Cuddy,Benjamin Myers,Historical Fiction,English,4.32,1892.0,"March 16, 2023",447.0,212.0,4308.0
455,453,https://www.goodreads.com/book/show/195227305-unravel-me,Unravel Me,Becka Mack,Sports Romance,English,4.25,70364.0,"August 1, 2023",436.0,4966.0,78100.0
456,457,https://www.goodreads.com/book/show/61387980-lucky-red,Lucky Red,Claudia Cravens,Historical Fiction,English,3.9,5032.0,"June 20, 2023",304.0,284.0,26400.0
457,457,https://www.goodreads.com/book/show/197492632-tempt-our-fate,Tempt Our Fate,Kat Singleton,Romance,English,4.16,13603.0,"September 21, 2023",396.0,2536.0,23800.0
458,457,https://www.goodreads.com/book/show/121171181-the-secret-hours,The Secret Hours,Mick Herron,Fiction,English,4.27,14461.0,"September 14, 2023",398.0,2404.0,35500.0
459,460,https://www.goodreads.com/book/show/63293907-all-in-a-days-orc,All in a Days Orc,Dani Wyatt,Fantasy,English,3.89,340.0,"January 17, 2023",88.0,78.0,177.0
460,460,https://www.goodreads.com/book/show/75563006-rule-of-the-aurora-king,Rule of the Aurora King,Nisha J. Tuli,Fantasy,English,3.99,38813.0,"April 6, 2023",505.0,3085.0,47800.0
461,460,https://www.goodreads.com/book/show/59849682-the-sinister-booksellers-of-bath,The Sinister Booksellers of Bath,Garth Nix,Fantasy,English,4.04,6251.0,"March 21, 2023",416.0,403.0,9366.0
462,460,https://www.goodreads.com/book/show/75396525-the-coven,The Coven,Harper L. Woods,Fantasy,English,3.77,60782.0,"March 1, 2023",298.0,10800.0,159000.0
463,464,https://www.goodreads.com/book/show/75295075-jasper-vale,Jasper Vale,Devney Perry,Romance,English,4.12,52135.0,"January 31, 2023",352.0,2902.0,43000.0
464,464,https://www.goodreads.com/book/show/59634120-small-worlds,Small Worlds,Caleb Azumah Nelson,Fiction,English,4.3,8274.0,"April 28, 2023",260.0,688.0,29000.0
465,466,https://www.goodreads.com/book/show/60898229-chick-magnet,Chick Magnet,Emma Barry,Romance,English,3.84,1570.0,"January 24, 2023",301.0,388.0,4164.0
466,466,https://www.goodreads.com/book/show/63883436-madame,Madame,Sara Cate,Romance,English,4.17,28125.0,"October 12, 2023",492.0,3974.0,40800.0
467,466,https://www.goodreads.com/book/show/59455502-sorry-bro,"Sorry, Bro",Taleen Voskuni,Romance,English,3.65,5547.0,"January 31, 2023",354.0,348.0,24300.0
468,466,https://www.goodreads.com/book/show/60784308-the-crane-husband,The Crane Husband,Kelly Barnhill,Fantasy,English,3.88,7345.0,"February 28, 2023",118.0,170.0,29100.0
469,466,https://www.goodreads.com/book/show/62888191-monstrilio,Monstrilio,Gerardo Sámano Córdova,Horror,English,4.13,21840.0,"March 7, 2023",336.0,1435.0,89800.0
470,471,https://www.goodreads.com/book/show/63903801-playing-by-the-rules,Playing by the Rules,Monica Murphy,Sports Romance,English,3.84,10653.0,"March 30, 2023",452.0,1662.0,11400.0
471,471,https://www.goodreads.com/book/show/61432172-bitter-medicine,Bitter Medicine,Mia Tsai,Fantasy,English,3.69,1954.0,"March 14, 2023",325.0,130.0,10800.0
472,471,https://www.goodreads.com/book/show/62322599-highest-bidder,Highest Bidder,Sara Cate,Romance,English,4.03,49936.0,"March 24, 2023",336.0,5174.0,44800.0
473,471,https://www.goodreads.com/book/show/62695377-threads-that-bind,Threads That Bind,Kika Hatzopoulou,Fantasy,English,3.92,11511.0,"May 30, 2023",352.0,750.0,69400.0
474,475,https://www.goodreads.com/book/show/63326908-our-ride-to-forever,Our Ride to Forever,Julie Olivia,Romance,English,4.1,3892.0,"February 9, 2023",339.0,330.0,8270.0
475,475,https://www.goodreads.com/book/show/61285912-the-queen-s-price,The Queen’s Price,Anne Bishop,Fantasy,English,4.39,2197.0,"March 7, 2023",528.0,217.0,5237.0
476,477,https://www.goodreads.com/book/show/67562788-a-kiss-from-a-kraken,A Kiss From a Kraken,Charlotte Swan,Fantasy,Unknown,3.61,887.0,"January 24, 2023",336.0,57.0,1258.0
477,477,https://www.goodreads.com/book/show/60806778-the-deluge,The Deluge,Stephen Markley,Fiction,English,4.22,4610.0,"January 10, 2023",896.0,1182.0,43900.0
478,477,https://www.goodreads.com/book/show/62039193-the-wonder-state,The Wonder State,Sara Flannery Murphy,Fantasy,English,4.03,876.0,"July 18, 2023",375.0,43.0,8847.0
479,477,https://www.goodreads.com/book/show/123018857-before-the-sunset,Before the Sunset,Laura Pavlov,Romance,English,4.23,19446.0,"September 21, 2023",312.0,2643.0,15000.0
480,481,https://www.goodreads.com/book/show/61198195-simply-lies,Simply Lies,David Baldacci,Mystery,English,3.97,50345.0,"April 18, 2023",432.0,8606.0,22900.0
481,482,https://www.goodreads.com/book/show/61273343-to-swoon-and-to-spar,To Swoon and to Spar,Martha Waters,Romance,English,3.63,6476.0,"Published April 11, 2023",324.0,289.0,16000.0
482,482,https://www.goodreads.com/book/show/60784784-empty-theatre,"Empty Theatre: or, The Lives of King Ludwig II of Bavaria and Empress Sisi of Austria (Queen of Hungary), Cousins, in Their Pursuit of Connection and Beauty...",Jac Jemc,Historical Fiction,English,3.89,1301.0,"February 21, 2023",464.0,170.0,6510.0
483,482,https://www.goodreads.com/book/show/61354985-american-mermaid,American Mermaid,Julia Langbein,Fantasy,English,3.24,4062.0,"March 21, 2023",336.0,353.0,15100.0
484,482,https://www.goodreads.com/book/show/111173373-study-for-obedience,Study for Obedience,Sarah Bernstein,Fiction,English,3.03,10803.0,"July 6, 2023",208.0,962.0,18500.0
485,482,https://www.goodreads.com/book/show/61327449-how-big-things-get-done,"How Big Things Get Done: The Surprising Factors That Determine the Fate of Every Project, from Home Renovations to Space Exploration and Everything In Between",Bent Flyvbjerg,Business,English,4.3,6134.0,"February 7, 2023",304.0,1851.0,19400.0
486,487,https://www.goodreads.com/book/show/185358293-fate-of-a-royal,Fate of a Royal,Meagan Brandy,Fantasy,English,3.77,10177.0,"July 7, 2023",320.0,2881.0,31400.0
487,487,https://www.goodreads.com/book/show/61458888-you-shouldn-t-have-come-here,You Shouldn't Have Come Here,Jeneva Rose,Thriller,English,3.34,190307.0,"April 25, 2023",292.0,6430.0,211000.0
488,487,https://www.goodreads.com/book/show/61965394-the-earth-transformed,The Earth Transformed: An Untold History,Peter Frankopan,History,English,3.93,1816.0,"March 2, 2023",736.0,1326.0,23700.0
489,487,https://www.goodreads.com/book/show/125094716-never-whistle-at-night,Never Whistle at Night: An Indigenous Dark Fiction Anthology,Shane Hawk,Horror,English,3.93,17771.0,"September 19, 2023",408.0,7367.0,95800.0
490,491,https://www.goodreads.com/book/show/62837289-becoming-free-indeed,Becoming Free Indeed: My Story of Disentangling Faith from Fear,Jinger Duggar Vuolo,Nonfiction,English,3.61,44756.0,"January 31, 2023",221.0,4262.0,42100.0
491,491,https://www.goodreads.com/book/show/123027172-leslie-f-cking-jones,Leslie F*cking Jones,Leslie Jones,Memoir,English,4.11,13949.0,"September 19, 2023",288.0,1078.0,38100.0
492,493,https://www.goodreads.com/book/show/61948564-reign,Reign,Katharine McGee,Romance,English,3.9,26924.0,"August 29, 2023",415.0,886.0,19900.0
493,493,https://www.goodreads.com/book/show/61965434-the-midnight-news,The Midnight News,Jo Baker,Historical Fiction,English,3.68,1567.0,"March 28, 2023",322.0,178.0,18900.0
494,493,https://www.goodreads.com/book/show/81360004-in-ascension,In Ascension,Martin MacInnes,Science Fiction,English,3.78,10094.0,"April 3, 2023",512.0,1184.0,48100.0
495,493,https://www.goodreads.com/book/show/61407616-before-we-were-innocent,Before We Were Innocent,Ella Berman,Fiction,English,3.41,64638.0,"April 4, 2023",384.0,5194.0,93400.0
496,493,https://www.goodreads.com/book/show/61812434-the-half-of-it,The Half of It: A Memoir,Madison Beer,Nonfiction,English,4.08,6280.0,"April 25, 2023",176.0,537.0,10700.0
497,498,https://www.goodreads.com/book/show/62645180-the-librarianist,The Librarianist,Patrick deWitt,Fiction,English,3.41,19534.0,"July 4, 2023",352.0,1796.0,41700.0
498,499,https://www.goodreads.com/book/show/58564995-black-and-female,Black and female,Tsitsi Dangarembga,Nonfiction,English,4.16,512.0,"January 17, 2023",158.0,62.0,4083.0
499,499,https://www.goodreads.com/book/show/58532129-decent-people,Decent People,De'Shawn Charles Winslow,Mystery,English,3.59,2020.0,"January 17, 2023",272.0,200.0,18600.0
500,499,https://www.goodreads.com/book/show/63135522-not-that-duke,Not That Duke,Eloisa James,Romance,English,3.97,5714.0,"July 25, 2023",384.0,644.0,9505.0
501,502,https://www.goodreads.com/book/show/79849787-how-to-lose-at-love,How to Lose at Love,Sara Ney,Sports Romance,English,4.04,3586.0,"January 17, 2023",397.0,962.0,2512.0
502,502,https://www.goodreads.com/book/show/63183990-when-a-moth-loved-a-bee,When a Moth Loved a Bee,Pepper Winters,Fantasy,English,3.83,1207.0,"February 3, 2023",893.0,512.0,8924.0
503,504,https://www.goodreads.com/book/show/61414963-swan-light,Swan Light,Phoebe Rowe,Historical Fiction,English,4.21,8211.0,"April 4, 2023",271.0,3912.0,14400.0
504,504,https://www.goodreads.com/book/show/65214218-bright-lights-big-christmas,"Bright Lights, Big Christmas",Mary Kay Andrews,Christmas,English,3.82,39172.0,"September 26, 2023",288.0,4151.0,44200.0
505,504,https://www.goodreads.com/book/show/135949291-backwaters,Backwaters,Emma Ling Sidnam,Contemporary,English,4.03,156.0,"September 26, 2023",310.0,4.0,224.0
506,504,https://www.goodreads.com/book/show/63249808-the-last-ranger,The Last Ranger,Peter Heller,Fiction,English,3.8,8256.0,"August 1, 2023",287.0,616.0,17000.0
507,508,https://www.goodreads.com/book/show/60881142-the-minuscule-mansion-of-myra-malone,The Minuscule Mansion of Myra Malone,Audrey Burges,Fantasy,English,3.79,3884.0,"January 24, 2023",352.0,246.0,16200.0
508,508,https://www.goodreads.com/book/show/61045446-whispers-of-you,Whispers of You,Catherine Cowles,Romance,English,4.15,32044.0,"January 31, 2023",334.0,6069.0,51400.0
509,508,https://www.goodreads.com/book/show/61980292-capture-the-sun,Capture the Sun,Jessie Mihalik,Romance,English,3.75,2737.0,"June 20, 2023",419.0,194.0,4662.0
510,508,https://www.goodreads.com/book/show/72404971-her-radiant-curse,Her Radiant Curse,Elizabeth Lim,Fantasy,English,4.17,7553.0,"August 29, 2023",425.0,546.0,34000.0
511,512,https://www.goodreads.com/book/show/60738079-smolder,Smolder,Laurell K. Hamilton,Urban Fantasy,English,3.83,6295.0,"March 21, 2023",496.0,736.0,8122.0
512,513,https://www.goodreads.com/book/show/62929659-a-little-ray-of-sunshine,A Little Ray of Sunshine,Kristan Higgins,Fiction,English,4.13,12381.0,"June 6, 2023",511.0,1043.0,15800.0
513,513,https://www.goodreads.com/book/show/60784592-always-the-almost,Always the Almost,Edward Underhill,Romance,English,4.04,3117.0,"February 14, 2023",320.0,100.0,18700.0
514,513,https://www.goodreads.com/book/show/62365898-wannabe,Wannabe: Reckonings with the Pop Culture That Shapes Me,Aisha Harris,Nonfiction,English,3.82,1451.0,"June 13, 2023",288.0,100.0,6355.0
515,516,https://www.goodreads.com/book/show/62668991-the-sweetheart-list,The Sweetheart List,Jill Shalvis,Romance,English,4.15,6650.0,"June 13, 2023",352.0,442.0,11600.0
516,516,https://www.goodreads.com/book/show/63133608-hunted-by-fate,Hunted by Fate,Shannon Mayer,Fantasy,English,4.27,8739.0,"February 27, 2023",270.0,2555.0,2895.0
517,516,https://www.goodreads.com/book/show/149105520-going-infinite,Going Infinite: The Rise and Fall of a New Tycoon,Michael Lewis,Nonfiction,English,3.81,29262.0,"October 3, 2023",272.0,3720.0,27700.0
518,519,https://www.goodreads.com/book/show/64658223-queen-of-lust,Queen of Lust,Emilia Rose,Paranormal Romance,English,4.24,42.0,"March 13, 2023",154.0,4.0,115.0
519,519,https://www.goodreads.com/book/show/65214066-the-witches-of-bone-hill,The Witches of Bone Hill,Ava Morgyn,Fantasy,English,3.7,2071.0,"October 3, 2023",416.0,239.0,31100.0
520,519,https://www.goodreads.com/book/show/61904417-if-it-sounds-like-a-quack,If It Sounds Like a Quack...: A Journey to the Fringes of American Medicine,Matthew Hongoltz-Hetling,Nonfiction,English,3.8,428.0,"April 4, 2023",336.0,47.0,3509.0
521,519,https://www.goodreads.com/book/show/75665931-the-maniac,The Maniac,Benjamín Labatut,Fiction,English,4.34,15967.0,"October 3, 2023",368.0,2468.0,47900.0
522,523,https://www.goodreads.com/book/show/62047982-between-two-strangers,Between Two Strangers,Kate White,Mystery,English,3.69,8693.0,"May 16, 2023",304.0,345.0,32500.0
523,523,https://www.goodreads.com/book/show/90588424-out-there-screaming,Out There Screaming: An Anthology of New Black Horror,Jordan Peele,Horror,English,3.79,9397.0,"October 3, 2023",386.0,2469.0,37400.0
524,525,https://www.goodreads.com/book/show/60741802-waco-rising,"Waco Rising: David Koresh, the FBI, and the Birth of America's Modern Militias",Kevin Cook,Nonfiction,English,3.87,1356.0,"January 31, 2023",288.0,80.0,7279.0
525,525,https://www.goodreads.com/book/show/123023506-hearts-forged-in-dragon-fire,Hearts Forged in Dragon Fire,Erica Hollis,Fantasy,English,3.8,160.0,"June 26, 2023",406.0,14.0,1909.0
526,525,https://www.goodreads.com/book/show/101673225-land-of-milk-and-honey,Land of Milk and Honey,C Pam Zhang,Fiction,English,3.53,18604.0,"September 26, 2023",240.0,1660.0,73700.0
527,525,https://www.goodreads.com/book/show/61489616-old-babes-in-the-wood,Old Babes in the Wood: Stories,Margaret Atwood,Short Stories,English,3.7,9008.0,"March 7, 2023",272.0,1724.0,15900.0
528,525,https://www.goodreads.com/book/show/83823678-the-siren-the-song-and-the-spy,"The Siren, the Song, and the Spy",Maggie Tokuda-Hall,Fantasy,English,4.17,472.0,"January 1, 2023",307.0,71.0,5227.0
529,530,https://www.goodreads.com/book/show/75609756-cupcakes-for-my-orc-enemy,Cupcakes for My Orc Enemy,Honey Phillips,Romance,English,4.12,3722.0,"February 9, 2023",152.0,503.0,1745.0
530,530,https://www.goodreads.com/book/show/62121585-the-west,The West: A New History in Fourteen Lives,Naoíse Mac Sweeney,History,English,3.92,393.0,"March 2, 2023",448.0,170.0,4520.0
531,530,https://www.goodreads.com/book/show/59385412-basil-and-oregano,Basil and Oregano,Melissa Capriglione,Graphic Novels,English,3.85,2224.0,"June 6, 2023",232.0,29.0,3013.0
532,530,https://www.goodreads.com/book/show/62296523-mrs-nash-s-ashes,Mrs. Nash's Ashes,Sarah Adler,Romance,English,4.03,39190.0,"May 23, 2023",352.0,1052.0,56300.0
533,534,https://www.goodreads.com/book/show/61273131-spell-bound,Spell Bound,F.T. Lukens,Fantasy,English,4.13,8277.0,"April 4, 2023",336.0,432.0,29400.0
534,535,https://www.goodreads.com/book/show/60316974-hungry-ghost,Hungry Ghost,Victoria Ying,Graphic Novels,English,4.01,5001.0,"April 25, 2023",208.0,38.0,7173.0
